residue,drugbank_id,associated_mbss
PF3,DB03367,"[108656, 108658, 108660, 108662, 108664, 108666]"
PFB,DB01711,"[104020, 104022, 124346, 124348, 129162, 129164, 133253, 133255, 133258, 133260]"
PFC,DB02626,[77425]
PFD,DB08388,"[110245, 110248, 110275, 110277, 110279, 110281]"
PFZ,DB02617,"[66116, 66120]"
PG6,DB02580,"[127988, 127989]"
PGA,DB02726,"[77458, 77459, 77460, 77461, 77478, 77479, 77480, 77481, 77500, 77501, 78044, 78045, 78046, 78047, 79235, 79236, 81703, 81719, 81840, 81841, 81842, 81843, 81847, 81848, 81849, 81850, 81858, 81859, 81860, 81861, 81862, 81863, 81864, 81865, 82491, 82492, 82527, 82528, 82593, 82594, 82595, 82596, 83322, 83323, 88375, 88376, 89568, 89570, 89594, 89595]"
PGE,DB02327,"[50035, 62446, 71656, 74098, 74105, 74114, 75655, 89925, 90196, 127655, 133991]"
PGH,DB03026,"[61897, 62155, 102223, 102227, 103790, 103791, 103792, 103793, 103797, 103798, 103799, 103800, 103801, 103802, 103803, 103804, 103825, 103826, 103827, 103828, 103829, 103830, 103831, 103832, 103888, 103889, 103890, 103891, 103892, 103893, 103894, 103895, 103936, 103937, 103938, 103939, 103940, 103941, 103942, 103943, 114730, 114731, 114732, 119531, 119532, 128990, 128992, 128994, 128996, 130196, 130197, 130198, 130199, 130305, 130306, 130307, 130308, 130309, 130310, 130311, 130312, 130313, 130314, 130315, 130316, 130317, 130318, 130319, 130320, 130321, 130322, 130323, 130324, 130325, 130326, 130327, 130328]"
PGO,DB04349,"[44068, 44070, 44071, 75555, 83449, 83451, 83453, 83455, 117320, 117321, 117322, 117323, 123774]"
PGR,DB02159,[129319]
PH3,DB04559,"[64914, 64915]"
PHB,DB04242,"[22312, 22313, 22314, 22315, 22316, 22317, 22318, 22319, 22320, 22321, 22322, 22323, 22396, 22397, 22398, 22399, 22400, 22401, 22402, 22403, 22404, 22405, 22406, 22407, 25524, 25525, 25526, 25527, 25528, 25529, 25530, 25531, 25532, 25533, 25534, 25535, 29682, 29683, 29695, 29696, 29712, 29713, 76478, 76492, 129248]"
PHE,DB00120,"[110452, 110453, 110454, 110455, 119287, 123527, 123529]"
PHI,DB03660,"[108020, 108021, 131539]"
PHN,DB02365,"[9361, 9366, 15817, 15818, 101460, 101464]"
PHQ,DB04569,"[105182, 105187]"
PHT,DB02746,"[52959, 62180, 79351]"
PIL,DB01791,"[109673, 109717, 109721]"
PIM,DB03254,"[65051, 65117, 65138, 65196, 65197, 66044, 66129, 66336, 67136, 67142, 68739, 72080, 72081, 72082, 72085, 72586, 72600, 72607, 72642, 72643, 72645, 72665, 72666, 72668, 72678, 72698, 72699, 73709]"
PIT,DB08399,"[4607, 4608, 4636, 4637, 53208, 53209, 53266, 53267, 53271, 53272, 53273, 53274, 53551, 53552, 53554, 53555]"
PKF,DB01989,[107222]
PL3,DB09494,"[46608, 46609, 46743, 46744, 46750, 46751, 49856, 49857, 49858, 49859]"
PLH,DB08403,"[103990, 105798]"
PLM,DB03796,"[27520, 27521, 27524, 27525, 27598, 27599, 28748, 28749, 28750, 28751, 28949, 28950, 28951, 28952, 29267, 29268, 29271, 29272, 29299, 29300, 29301, 29302, 29993, 29994, 29995, 29996, 29997, 29998, 29999, 30000, 30658, 30659, 30662, 30663, 30664, 30665, 30668, 30669, 30672, 30673, 30676, 30677, 30679, 30680, 30683, 30684, 30860, 30861, 30864, 30865, 32492, 32493, 32496, 32497, 32498, 32499, 32502, 32503, 37389, 37390, 37391, 37392, 45988, 45990, 45992, 45993, 46856, 46857, 46859, 46860, 46861, 46862, 46865, 46866, 46871, 46872, 47081, 47083, 47085, 47086, 47181, 47182, 47184, 47185, 48974, 48975, 48994, 48995, 49446, 49448, 49450, 49451, 49460, 49462, 49464, 49465, 50268, 50271, 50272, 50273, 50305, 50307, 50309, 50310, 50688, 50689, 50694, 50695, 50697, 50698, 53089, 53090, 72809, 72810, 76263, 87485, 87486, 87488, 87489, 114628, 114632]"
PLO,DB02789,"[71438, 71453, 71478, 71479, 71819, 71838, 71856, 71893]"
PLP,DB00114,"[2053, 2054, 2058, 87384, 87385, 101602, 101603, 107532, 107533, 107536, 107537, 107541, 107542, 107546, 107547, 119179, 119180]"
PLU,DB02386,"[103460, 103461, 105563, 105564, 105566, 105567, 105569, 105570, 105572, 105573, 105575, 105576, 105578, 105579, 119268, 119269, 119295, 119296, 134192]"
PM6,DB01033,"[55400, 55401]"
PMS,DB03297,"[21883, 21884, 21885, 21886]"
PN0,DB05100,"[70207, 70208, 70420, 70438, 70452, 70475, 73933, 73939]"
PNN,DB01053,"[44110, 44111, 44112]"
PNP,DB08413,"[110459, 110461]"
PNS,DB03912,"[130755, 130756, 130757, 130758, 130767, 130768, 130769, 130770, 130772, 130779, 130780, 130818]"
PO1,DB08416,[113864]
PO4,DB14523,"[939, 940, 941, 942, 994, 995, 996, 997, 1300, 1301, 1302, 1303, 1674, 1675, 1676, 1677, 1686, 1687, 1688, 1689, 1690, 1691, 1722, 1723, 1725, 1726, 1980, 1981, 2000, 2001, 2181, 2187, 2376, 2377, 2378, 2379, 2406, 2407, 2420, 2421, 2680, 2681, 2682, 2683, 2684, 2748, 2749, 4136, 4137, 4138, 4139, 4140, 4141, 4142, 4143, 4778, 4779, 4780, 4781, 4782, 4783, 4842, 5908, 6191, 6192, 6193, 6194, 6201, 6202, 6203, 6204, 6205, 6206, 6207, 6208, 6209, 6226, 6227, 6228, 6229, 12794, 20199, 20656, 20657, 21052, 21053, 21067, 21068, 21069, 21086, 21087, 21088, 21089, 21414, 21415, 21992, 21993, 21994, 21995, 22822, 22823, 22824, 22825, 23029, 23033, 23276, 23277, 23278, 23279, 23282, 23283, 23284, 23285, 23685, 23686, 23844, 23901, 23902, 23903, 23904, 23905, 23906, 23907, 23908, 23909, 23910, 23911, 23912, 23913, 23914, 23915, 24076, 24077, 24078, 24079, 24419, 24420, 24421, 25040, 25041, 25042, 25043, 25079, 25084, 25173, 25174, 25179, 25180, 25193, 25194, 25195, 25196, 25357, 25358, 25359, 25437, 25592, 25593, 25600, 25601, 25726, 25727, 25728, 25729, 25770, 25771, 26538, 26539, 26548, 26549, 26550, 26551, 26552, 26553, 26554, 26555, 26556, 26557, 26565, 26566, 27031, 27032, 27033, 27034, 27067, 27068, 27069, 27070, 27071, 27072, 27073, 27074, 27075, 27076, 27077, 27078, 27346, 27367, 27374, 27449, 27456, 27483, 27497, 27510, 27605, 27606, 27607, 27608, 27670, 27671, 27672, 27673, 27751, 27752, 27753, 27754, 28036, 28037, 28038, 28039, 28040, 28041, 28042, 28043, 28062, 28063, 28106, 28107, 28108, 28109, 28110, 28111, 28112, 28113, 28164, 28165, 28166, 28167, 28182, 28183, 28184, 28185, 29307, 29308, 29663, 29664, 29665, 29666, 29691, 29692, 30109, 30110, 30685, 30686, 30687, 30688, 30694, 30695, 30696, 30697, 30717, 30718, 30719, 30720, 30723, 30724, 30725, 30726, 30733, 30734, 31015, 31016, 32084, 32157, 32270, 33758, 33843, 33845, 35775, 35776, 35777, 35778, 36838, 36839, 36840, 36841, 36843, 36844, 37802, 38702, 38703, 38721, 38735, 38749, 38763, 38777, 38791, 38805, 38819, 38833, 38847, 38861, 38875, 38889, 38903, 38917, 38931, 38945, 38959, 38973, 38987, 39001, 39015, 39029, 39043, 39397, 39398, 44140, 44141, 44142, 44143, 45797, 45798, 45799, 45800, 45801, 45802, 45803, 45804, 45805, 45806, 45807, 45808, 45811, 45812, 45813, 45814, 45815, 45816, 45829, 45830, 45831, 45832, 45833, 45834, 45835, 45836, 53812, 54070, 54095, 55914, 55928, 60185, 60503, 60557, 60847, 61324, 61471, 61493, 61495, 61921, 61924, 62056, 62059, 62061, 62063, 64948, 66440, 77409, 77410, 77411, 77412, 77413, 77414, 77415, 77416, 77426, 77615, 77616, 77618, 77619, 77621, 77622, 77624, 77625, 77627, 77628, 77630, 77631, 77633, 77634, 77636, 77637, 77652, 77653, 77655, 77656, 77658, 77659, 77661, 77662, 77676, 77677, 77679, 77680, 77682, 77683, 77685, 77686, 77715, 77716, 77718, 77719, 77729, 77730, 77731, 77732, 77733, 77734, 77766, 77767, 77768, 77769, 77770, 77771, 77772, 77773, 77774, 77775, 77777, 77778, 77780, 77781, 77783, 77784, 77794, 77795, 77797, 77798, 77830, 77831, 77835, 77836, 77846, 77847, 77849, 77850, 77855, 77856, 77880, 77881, 77892, 77893, 77901, 77902, 77962, 77963, 77970, 77971, 77972, 77973, 77974, 77975, 78010, 78011, 78216, 78217, 78236, 78237, 78325, 78326, 78327, 78328, 78564, 78565, 78566, 78567, 78568, 78569, 78598, 78599, 78602, 78603, 78606, 78607, 78610, 78611, 78664, 78665, 78673, 78674, 78688, 78689, 78717, 78718, 78720, 78721, 78723, 78724, 78726, 78727, 78755, 78756, 78795, 78796, 78852, 78853, 78860, 78861, 78868, 78869, 78902, 78903, 78954, 78955, 78988, 78989, 78991, 78992, 78994, 78995, 78997, 78998, 79445, 79446, 79455, 79456, 79485, 79486, 79487, 79488, 79732, 79733, 79735, 79736, 79738, 79739, 79741, 79742, 79850, 79851, 79852, 79853, 79854, 79855, 79856, 79857, 80131, 80132, 80133, 80134, 80135, 80136, 80137, 80138, 80150, 80151, 80353, 80354, 80355, 80356, 80357, 80358, 80359, 80360, 80361, 80362, 80363, 80364, 80365, 80366, 80367, 80368, 80369, 80370, 80371, 80372, 80373, 80374, 80375, 80376, 80377, 80378, 80379, 80380, 80382, 80383, 80384, 80385, 80387, 80388, 80389, 80390, 80392, 80393, 80394, 80395, 80397, 80398, 80399, 80400, 80402, 80403, 80404, 80405, 80420, 80421, 80422, 80423, 80425, 80426, 80427, 80428, 80430, 80431, 80432, 80433, 80435, 80436, 80437, 80438, 80440, 80441, 80442, 80443, 80445, 80446, 80447, 80448, 81065, 81066, 81067, 81070, 81071, 81072, 81146, 81189, 81470, 81471, 81472, 81473, 81474, 81475, 81476, 81477, 81478, 81479, 81480, 81481, 81482, 81483, 81484, 81485, 81486, 81487, 81488, 81489, 81490, 81491, 81492, 81493, 81494, 81495, 81496, 81497, 81498, 81499, 81500, 81501, 81502, 81503, 81504, 81505, 81506, 81507, 81508, 81509, 81937, 81938, 81939, 82002, 82003, 82004, 82051, 82052, 82053, 82054, 82225, 82669, 82670, 82672, 82673, 82674, 82676, 82677, 82692, 82713, 82714, 82845, 82846, 82847, 82848, 82855, 82856, 82861, 82862, 83017, 83018, 83340, 83341, 83352, 83353, 83369, 83370, 83387, 83388, 83507, 83509, 83581, 85249, 85250, 85251, 85252, 85253, 85254, 85255, 85256, 85257, 85258, 85259, 85260, 85274, 85275, 85276, 85277, 85278, 85279, 85280, 85281, 86059, 86060, 86061, 86062, 86069, 86070, 86079, 86080, 86085, 86086, 87067, 87070, 87071, 87284, 87285, 87286, 87287, 87299, 87300, 87349, 87350, 87462, 87463, 87471, 87472, 87834, 87835, 87836, 87983, 87984, 87993, 87994, 88324, 88351, 88352, 88353, 88354, 88355, 88369, 88380, 88759, 88760, 88768, 88769, 88776, 88777, 88809, 88810, 88829, 88830, 88831, 88832, 88854, 88855, 88874, 88875, 88879, 88880, 88904, 88905, 88906, 88907, 89084, 89086, 89243, 89244, 89245, 89246, 89247, 89248, 89249, 89250, 89376, 89450, 89989, 89990, 90068, 90069, 90070, 90071, 90109, 90110, 90137, 90138, 90164, 90165, 90223, 90224, 90225, 90226, 90890, 90907, 90908, 90922, 90923, 91046, 91047, 91466, 91467, 91468, 91469, 91470, 91471, 91912, 91913, 91919, 91920, 91923, 91924, 91939, 91940, 91942, 91943, 91944, 91965, 91966, 91968, 92101, 92102, 92103, 92104, 92955, 93238, 93316, 93317, 93381, 93449, 93450, 93482, 93483, 93822, 93823, 94372, 94373, 94445, 94446, 94471, 94472, 94502, 94503, 94524, 94525, 94531, 94532, 94533, 94534, 94535, 94536, 94688, 94689, 94700, 94701, 95364, 95366, 95368, 96060, 96192, 96193, 96194, 96195, 96196, 96197, 96198, 96341, 96342, 96343, 96344, 96345, 96346, 96361, 96362, 96475, 96652, 96665, 96729, 96734, 96888, 96890, 97074, 97076, 97078, 97080, 97082, 97084, 97275, 97276, 97277, 97278, 97461, 97462, 97860, 97861, 97862, 97863, 97864, 97865, 97866, 97867, 97868, 97869, 97870, 97871, 98102, 98421, 98422, 98423, 98424, 98425, 98426, 98855, 98856, 100286, 100287, 100288, 100289, 100870, 100871, 100872, 100873, 100874, 100875, 100984, 101130, 102013, 102014, 102015, 102016, 102037, 102038, 102039, 102040, 102041, 102042, 102043, 102044, 102057, 102058, 102060, 102061, 102071, 102072, 102074, 102075, 102709, 102710, 102711, 102712, 102713, 102714, 102715, 102716, 102717, 102718, 102719, 102720, 102873, 102874, 102875, 102876, 102877, 102878, 103108, 103109, 103110, 103111, 103112, 103113, 103124, 103125, 103126, 103145, 103146, 103147, 103148, 103173, 103235, 103236, 103237, 103238, 103265, 103266, 103267, 103268, 103396, 103397, 103398, 103399, 103400, 103401, 103402, 103403, 103404, 103405, 103406, 103407, 103428, 103429, 103430, 103431, 103432, 103433, 103434, 103435, 103441, 103449, 103466, 103492, 103493, 103717, 103718, 104993, 105092, 105093, 105094, 105095, 105107, 105108, 105109, 105110, 105605, 105606, 106008, 106026, 106515, 106516, 106517, 106518, 106960, 107009, 107010, 107011, 107012, 107044, 107046, 107774, 107775, 107776, 107777, 107778, 107779, 107952, 108524, 108525, 108550, 108551, 108552, 108553, 109651, 109652, 109875, 109876, 109877, 109878, 109879, 109880, 109881, 109882, 109883, 109901, 109902, 109903, 109904, 109905, 109906, 109970, 109971, 110003, 110004, 110005, 110289, 111034, 111035, 111036, 111173, 111543, 111544, 111545, 111546, 112040, 112056, 112062, 112936, 112937, 112938, 112939, 112940, 112941, 112942, 112943, 112944, 112945, 112946, 112947, 112981, 112982, 112983, 112984, 112985, 112986, 112987, 112988, 112989, 112990, 112991, 112992, 113051, 113052, 114079, 114080, 114081, 114095, 114096, 114101, 114102, 114138, 114407, 114408, 114409, 114410, 114548, 114549, 114740, 114741, 114742, 114743, 114853, 114854, 114855, 114856, 115540, 115541, 115542, 115713, 115714, 116515, 116517, 116813, 116814, 116815, 116816, 116834, 116835, 116836, 116837, 116850, 116851, 116852, 116853, 116966, 116967, 116968, 116969, 116970, 116971, 116972, 116973, 116974, 116975, 116976, 116977, 116993, 116994, 117004, 117005, 117013, 117014, 117022, 117023, 117026, 117027, 117067, 117068, 117256, 117320, 117321, 117322, 117323, 117610, 117885, 117888, 117890, 117893, 117895, 117898, 117987, 117988, 117989, 117990, 118021, 118022, 118023, 118024, 118199, 118200, 118201, 118202, 118203, 118204, 118205, 118206, 118262, 118263, 118627, 118628, 119096, 119097, 119659, 119660, 119661, 119662, 120070, 120071, 120074, 120075, 121686, 121690, 124499, 124770, 124771, 124791, 124792, 124799, 124800, 124831, 124832, 124851, 124852, 124860, 124861, 124868, 124869, 124870, 124871, 124872, 124873, 124889, 124890, 124891, 124892, 124893, 124894, 124973, 124982, 124988, 124992, 125486, 125921, 125922, 125923, 125930, 125931, 125948, 125949, 125961, 125962, 125964, 125965, 125974, 125975, 125990, 125991, 126236, 126259, 126260, 126261, 126262, 126304, 126305, 126306, 126307, 126624, 126625, 126626, 126627, 126859, 126869, 126878, 127651, 127652, 127695, 127696, 127697, 127698, 128095, 128096, 128097, 128098, 128349, 128350, 128882, 128883, 128884, 128895, 128896, 128897, 128904, 128959, 130685, 130686, 130687, 130759, 130760, 130761, 130762, 131496, 131497, 131498, 131614, 131615, 131969, 132134, 132136, 132137, 132138, 132139, 132140, 132410, 132411, 132418, 132419, 132434, 132435, 132456, 132457, 132485, 132486, 132495, 132496, 132511, 132512, 132520, 132521, 132822, 132828, 132835, 132852, 133741, 134572, 134584, 134930, 135072, 135073, 135700, 135701]"
POF,DB08418,[119541]
POL,DB03175,[29694]
POR,DB01710,[63654]
PP9,DB02285,"[30709, 48097, 48102, 48112, 48291]"
PPC,DB04294,"[79307, 79308, 79309, 79310, 79331, 79332, 79333, 79334, 79350, 79351, 79352, 79353]"
PPF,DB00529,"[78928, 78929, 81661, 81668, 103136, 103137, 103138, 103139, 103156, 103157, 114726, 126142, 126143]"
PPI,DB03766,"[30119, 30120, 66413, 99331, 128866, 128874, 128928, 128935, 128944, 128948]"
PPQ,DB02663,"[78183, 78184, 78185, 78186, 78187, 78188, 78189, 78190, 78191, 78192, 78193, 78194, 78195, 78196, 78197, 78198, 78199, 78200, 78201, 78202, 78203, 78204, 78205, 78206]"
PPV,DB04160,"[81354, 81355, 85783, 85786, 89411, 90604, 90605, 90606, 90607, 91005, 91007, 91409, 91410, 92766, 92767, 92810, 92811, 92812, 92946, 92947, 92949, 92950, 92952, 92957, 92958]"
PPY,DB03884,"[2440, 2446, 2466, 2468, 2473, 2480, 5985, 5986, 27592, 27593, 27594, 27595]"
PQQ,DB03205,"[128877, 128931, 128938]"
PRH,DB03015,"[101878, 101887, 101901, 101945, 103419, 105183]"
PRO,DB00172,"[4061, 26663, 26664, 26665, 35991, 35992, 35998, 35999, 36018, 36019, 36027, 36028, 36030, 36031, 39166, 39169, 77470, 77471, 77472, 77473, 77474, 77475, 77476, 77477, 80566, 80567, 80568, 80569, 80570, 80571, 80572, 80573, 80574, 80575, 80576, 80577, 88974, 88975, 88976, 88977, 89002, 89003, 89004, 89005, 89006, 89007, 89008, 89009, 89010, 89011, 89012, 89013, 89014, 89015, 89022, 89023, 89024, 89025, 89026, 89027, 89034, 89035, 89036, 89037, 89046, 89047, 89772, 89773, 89774, 89775, 89776, 89777, 89779, 89780, 89781, 90562, 90563, 90564, 90565, 91239, 91240, 91241, 91242, 91429, 91430, 91431, 91432, 91445, 91446, 91454, 91455, 91456, 91457, 111295, 111296, 111298, 111299, 111300, 111302, 111303, 111304, 111306, 111307, 111308, 111310, 135456]"
PRP,DB01632,"[78512, 78513, 78514, 78515, 79534, 82709, 82710, 82711, 82712]"
PS5,DB02956,"[62680, 62681]"
PSJ,DB15087,"[83240, 83241, 83242, 83243, 83244, 83245, 83246, 83247, 83259, 83260, 83261, 83262, 83263, 83264, 83265, 83266, 84331, 84332, 84333, 84334, 86709, 86711, 92148, 92149, 92152, 92154, 92172, 92173, 92189, 92190, 94413, 94414, 94415, 94416, 94417, 94418, 94419, 94420]"
PST,DB08432,"[105190, 105191]"
PSU,DB03829,"[85269, 85270, 85271, 94433, 94435]"
PTR,DB01962,[4951]
PTT,DB01794,"[925, 926, 927, 928]"
PTU,DB03707,"[65657, 65658]"
PUR,DB04440,"[103418, 108495]"
PXB,DB08439,[23977]
PXX,DB08440,"[68934, 68939, 68954, 68956, 68958, 68966, 68968, 68970, 68984, 68986, 68988, 69072, 69074, 69076, 69135, 69137, 69139, 69898, 69902]"
PYR,DB00119,"[1507, 1508, 3464, 3465, 3466, 3467, 3468, 3469, 3474, 3475, 3476, 3477, 3478, 3479, 3780, 3781, 3782, 3783, 3784, 3785, 5844, 5845, 5846, 5847, 5848, 5849, 5864, 5865, 5866, 5867, 5868, 5869, 77443, 77867, 77868, 77869, 77870, 77934, 77935, 77936, 77937, 79243, 79270, 79271, 79272, 79273, 80120, 80990, 80991, 80992, 80993, 81059, 81060, 81061, 81062, 81546, 81548, 82388, 82389, 82390, 82391, 82439, 82440, 82463, 82464, 82465, 82466, 82488, 82489, 82573, 82574, 82639, 82640, 83467, 83468, 83469, 83470, 83526, 83527, 83528, 83529, 90642, 90645, 90743, 90744, 92301, 92302, 92303, 92304, 92305, 92306, 92309, 92310, 92311, 92312, 92313, 92314, 93804, 93807, 93808, 93859, 93860, 93861, 93862, 93886, 93887, 93888, 93889, 94340, 94770, 94771, 94772, 94773, 94776, 94777, 94778, 94779, 94781, 94782, 94783, 94958, 94959, 94960, 94961, 94962, 94963, 94964, 99191, 99197, 119407, 119408, 119409, 119410, 131767, 131800, 131805, 131806, 131807, 131808, 131852, 131853, 131865, 131866, 132809, 132810, 132811, 132812]"
PYZ,DB02721,"[77234, 102858, 102860, 103986, 103988, 104110, 104112, 106078, 106080]"
PZE,DB00592,[70149]
PZO,DB02757,"[106096, 106098]"
QDK,DB03947,"[4097, 4098, 4099, 4100]"
QKM,DB11633,"[34353, 34361, 34390, 34765, 34770, 34779]"
QMS,DB08451,[80352]
QUE,DB04216,"[7705, 7706, 7769, 7770, 43510, 55426, 55427, 99133, 99134, 99136, 99137, 99143, 99144, 99146, 99147, 99150, 99151, 99152, 99153, 99156, 99157, 99158, 99159, 99160, 99180, 99181, 99186, 99187, 99218, 99219]"
QUS,DB02999,"[114873, 114874, 114875, 114876, 115956, 115957, 115958, 115959, 120779, 120780, 120781, 120782]"
R5P,DB02053,"[85266, 85267, 85268, 93528, 93529, 108806, 108808]"
RB0,DB14704,"[4105, 4106, 4107, 4108, 85142, 85143, 85144, 85145, 85146, 85147, 85205, 85206, 85207, 92201, 92202, 92204, 92206, 92207, 92208]"
RCO,DB11085,"[15045, 15046, 129285]"
RDF,DB02557,"[102897, 102943, 102944, 108075, 119887, 120059, 127655, 127694, 128076, 128082, 128891, 128892]"
REA,DB00755,"[67937, 67957]"
RES,DB04496,"[133957, 133958, 133960, 133961]"
RHC,DB02321,"[104815, 104816]"
RHN,DB13174,"[87102, 131320]"
RIO,DB03615,"[100384, 100387, 100392, 100400, 100410, 100417]"
RIT,DB00503,"[69984, 69995, 73434, 73435, 73436, 73437, 73452, 73465, 73487, 73488, 73489, 73490, 73506, 73507, 73508, 73509, 73528]"
RLT,DB06817,"[86002, 86003, 92866, 92867, 92938, 92939, 92940, 92941, 92942, 92943, 92944, 92945, 93010, 93011, 93012, 93013, 93014, 93015, 93016, 93017, 93018, 93019, 93020, 93021, 93022, 93023, 93024, 93025]"
RMN,DB02280,"[2995, 3014]"
RNS,DB02961,"[77736, 77737, 77738, 77739, 77740, 77741, 77742, 77743, 82960, 82961, 82962, 82963, 82964, 82965, 82966, 82967, 83232, 83233, 83234, 83235, 83236, 83237, 83238, 83239, 83308, 83309, 83310, 83311, 83312, 83313, 83314, 83315, 83332, 83333, 83334, 83335, 83336, 83337, 83338, 83339, 85329, 85330, 85331, 85332, 85333, 85334, 85336, 85337, 114637, 114638, 114639, 114640, 114641, 114642, 114643, 114644]"
RO4,DB08482,[116995]
ROF,DB01656,[109718]
ROL,DB04149,"[79431, 79432, 79454, 120954, 120963]"
RP5,DB04352,[94434]
RRS,DB08489,[105787]
RRT,DB01935,[110387]
RS7,DB08492,"[43953, 44470, 44503]"
RSS,DB08493,"[105791, 105796]"
RXP,DB04318,"[104119, 104124, 104131, 104135, 104144, 104149]"
S17,DB08505,"[117285, 117286, 117324, 117325]"
S23,DB08506,[119058]
S27,DB08507,[102140]
S2C,DB03731,"[78229, 78230, 78231, 78232, 78233, 78234, 78250, 78251, 78252, 78253, 78254, 78255, 79199, 79200, 79201, 79202, 79203, 79204, 79254, 79255, 79256, 79257, 79258, 79259, 79288, 79289, 79290, 79291, 79292, 79293, 79867, 79868, 79869, 79870, 79871, 79872, 79905, 79906, 79907, 79908, 79909, 79910, 79911, 79912, 79913, 79914, 79915, 79916, 79940, 79941, 79942, 79943, 79944, 79945, 82597, 82598, 82599, 82600, 82601, 82602, 85574, 85575, 85576, 85577, 85578, 85579, 86787, 86788, 86789, 86790, 86791, 86792, 86836, 86837, 86838, 86839, 86840, 86841, 86898, 86899, 86900, 86901, 86902, 86903]"
S3V,DB16884,"[89325, 89332]"
S6P,DB02548,"[113857, 113859]"
S80,DB02090,[102298]
SAB,DB03697,[106499]
SAC,DB02340,"[135427, 135433]"
SAH,DB01752,"[27589, 46885, 46886, 46887, 46888, 50712, 50718, 53529, 55152, 55580, 55832, 59058, 59922, 60876, 61509, 61584, 61585, 61601, 61602, 61611, 61612, 61623, 61624, 61625, 61626, 61640, 61641, 61649, 61650, 61651, 61652, 61664, 61914, 61916, 62007, 62008, 62023, 62024, 62172, 62178, 62201, 62202, 62210, 62211, 62331, 62332, 62333, 62334, 62717, 63089, 63091, 63093, 63095, 63097, 63103, 63105, 63107, 63119, 63121, 63383, 63387, 63399, 63457, 97951, 97952, 99205]"
SAL,DB00936,"[27493, 27500, 27502, 45492, 45493, 45494, 45495, 45500, 45501, 45502, 45503, 54972]"
SAM,DB00118,"[4485, 4487, 7192, 28334, 39761, 50720, 55246, 55562, 56155, 56156, 59920, 60472, 60483, 60485, 60548, 60549, 60550, 60551, 60646, 60648, 60867, 61384, 61386, 61394, 61512, 61515, 61518, 61528, 61533, 61534, 61539, 61540, 61541, 61542, 61543, 61544, 61553, 61558, 61561, 61562, 61598, 61613, 61614, 61912, 61913, 62000, 62001, 62002, 62003, 62012, 62014, 62020, 62030, 62042, 62045, 62325, 62687, 62974, 62976, 62980, 62988, 62989, 62991, 62993, 63099, 63101, 63133, 63304, 63305, 63320, 63322, 63414, 63415, 86665, 86666, 86688, 86689]"
SAN,DB00259,"[128797, 128798, 128799, 128800]"
SB7,DB08523,"[96651, 96656, 96666, 96677]"
SB8,DB08524,[96664]
SB9,DB08525,[96667]
SBB,DB03596,[104300]
SBH,DB02480,"[79887, 79888]"
SBO,DB02453,"[57959, 57960, 57991, 57992]"
SBR,DB02479,[104291]
SBS,DB03950,[104295]
SCH,DB02361,"[58439, 58440]"
SCI,DB03953,"[69922, 69923, 69954, 69955]"
SDC,DB02689,"[79325, 79326, 79327, 79328, 79329, 79330]"
SDT,DB08542,"[44755, 44756, 44757, 44758, 44759, 44760, 44761, 44762]"
SEP,DB04522,"[90596, 90597, 90598, 96560, 96577, 104008, 104009, 104010, 104011, 104948, 106781, 106826, 106827, 110428, 110429, 110430, 110431, 110452, 110453, 110454, 110455, 113416, 114071, 114072, 114073, 114074, 114216, 114229, 117631, 117632, 117633, 117634, 117635, 117636, 117645, 117646, 117647, 117648, 117674, 117675, 117676, 117677, 119378, 119481, 121807, 121808, 123511, 123512, 123513, 123514, 123515, 123516, 123517, 123518, 123519, 123520, 123527, 123528, 123529, 123530]"
SER,DB00133,"[96511, 96534, 109314, 109315, 111723, 111724, 116801, 125105]"
SFG,DB01910,"[90650, 90652, 118620, 118662, 118709, 118713]"
SG1,DB04394,[105218]
SG2,DB03294,[105216]
SHA,DB03819,"[60945, 60946, 64760, 66480, 68959, 69085]"
SHH,DB02546,"[102552, 107934, 110734, 110753, 110760, 110776, 110818, 110819, 110820, 110821, 119483, 119494, 119512, 128408, 128419, 128429, 128443, 132660, 132678, 134423, 134425, 134426, 134436, 134437, 134722]"
